counterpress,duration,id,index,location,match_id,minute,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_deflected,pass_end_location,pass_height,pass_inswinging,pass_length,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,team,team_id,timestamp,type,under_pressure,pass_goal_assist,pass_straight,pass_no_touch,pass_miscommunication,formation,position_id,position_name,jersey_number
,1.529156,8218391e-3823-4eff-aa2e-fc0ba8a3db4c,160,"[94.6, 53.4]",3754169,3,,,,0.66104317,2dc19105-a871-4aaa-a627-1acfdac510c7,Right Foot,,,,"[97.3, 55.5]",Ground Pass,,3.4205263,,,Callum Wilson,3616.0,,,,,,1,From Throw In,Dan Gosling,3343.0,Left Defensive Midfield,8,AFC Bournemouth,28,"['5782b98c-cd37-4016-987f-661bf582d2e4', 'a29262fc-fdf5-49f3-97cf-6dbc139b4440']",28,AFC Bournemouth,28,00:03:28.617,Pass,True,True,,,,,,,
,2.549055,27467998-f2f8-4079-ba82-5c160e817f1f,521,"[32.8, 32.7]",3754174,12,,,,-0.3241631,4686a4fd-753f-4251-baaa-a0c1c807a09f,Right Foot,,,,"[82.5, 16.0]",High Pass,,52.430717,,,Jamie Vardy,10960.0,,,,,,1,Regular Play,Danny Drinkwater,3662.0,Left Center Midfield,22,Leicester City,22,['1c5bb9bc-f99a-462d-8483-21f103a592b7'],4,Leicester City,22,00:12:04.249,Pass,,True,,,,,,,
,1.305523,a630d82b-e5fc-4961-9666-59045e23e715,744,"[70.8, 20.1]",3754174,17,,,,0.14941572,a4f04aff-b7b0-47e2-8677-f51a66092e4d,Right Foot,,,,"[98.7, 24.3]",Ground Pass,,28.214357,,,Theo Walcott,3668.0,,,Through Ball,True,,1,Regular Play,Santiago Cazorla González,11386.0,Left Center Midfield,30,Arsenal,1,['30764f09-2f8f-4895-b5de-37af3df417cf'],28,Arsenal,1,00:17:28.573,Pass,,True,,,,,,,
,1.41863,91bc5c7c-c37b-483f-8bed-418906de6140,2333,"[100.0, 24.0]",3754174,56,,,,0.65953636,1752b588-50db-4120-b7a0-75750de02b2c,Left Foot,,,,"[113.8, 34.7]",High Pass,,17.462244,,,Alexis Alejandro Sánchez Sánchez,3385.0,,,Through Ball,True,,2,Regular Play,Mesut Özil,3496.0,Center Attacking Midfield,125,Arsenal,1,['0a085480-055d-47db-9864-bbe4f0b6a897'],53,Arsenal,1,00:11:53.959,Pass,,True,,,,,,,
,1.65769,611c519c-4eed-4c31-9318-0f4d29768460,3101,"[76.9, 0.1]",3754174,80,,,,0.7551044,bce870ed-6a5c-40c5-b054-db569ed3147b,,,,,"[87.1, 9.7]",Low Pass,,14.007141,,,Alexis Alejandro Sánchez Sánchez,3385.0,,,,,Throw-in,2,From Throw In,Ignacio Monreal Eraso,3498.0,Left Back,175,Arsenal,1,['3d869d69-4ed8-49fe-a739-08dcfaa00c5e'],10,Arsenal,1,00:35:10.319,Pass,,True,,,,,,,
,1.115756,1a0e3adf-336c-4742-9ef9-f94a03c64669,3311,"[117.8, 31.1]",3754174,88,,,,-2.5582197,dff3a000-c424-464c-b5b6-a3355e09ba81,Right Foot,,,,"[112.8, 27.8]",Ground Pass,,5.990826,,,Jamie Vardy,10960.0,,,,,Recovery,2,From Throw In,Andrej Kramarić,5460.0,Left Center Midfield,190,Leicester City,22,['f7d685d5-767d-4f9d-a91a-1ced6c6d3b7b'],10,Leicester City,22,00:43:10.940,Pass,,True,,,,,,,
,1.347769,470d54f5-8b0b-4fac-9d87-a27b15f241ff,3472,"[102.6, 6.7]",3754174,92,,,,1.4056476,a6d1ada3-a5ab-4303-9f53-1245eaa67c8f,Left Foot,True,,,"[107.4, 35.5]",Ground Pass,,29.19726,,,Olivier Giroud,3604.0,,,,,,2,Regular Play,Ignacio Monreal Eraso,3498.0,Left Back,201,Arsenal,1,['9c9fa61b-77ee-48dc-a303-a3e7b3af1a39'],40,Arsenal,1,00:47:40.996,Pass,,True,,,,,,,
,1.487616,45f37217-e077-4dcc-a649-803a7a6b8ee3,492,"[94.3, 69.1]",3754185,10,,,,-1.0412067,5ffe3a0a-0ec1-45cc-a2e3-067a882ae116,Right Foot,True,,,"[111.1, 40.4]",High Pass,,33.255527,,,Memphis Depay,2988.0,,,,,,1,Regular Play,Ander Herrera Agüera,3606.0,Left Attacking Midfield,26,Manchester United,39,['01fad762-b8df-4cfd-8e03-cb911b806a9e'],41,Manchester United,39,00:10:41.557,Pass,,True,,,,,,,
,1.75805,4824b272-0155-44df-b1d4-76949daa4f93,1970,"[120.0, 80.0]",3754162,53,,,,-1.7913314,02b15213-e4c1-49ea-8caf-9fd1c0766f40,Left Foot,,,,"[111.1, 40.3]",Ground Pass,,40.68538,,,Joshua King,3346.0,,,,,Corner,2,From Corner,Matt Ritchie,3049.0,Right Midfield,121,AFC Bournemouth,28,['7ceee257-1709-48a2-8036-4782c4cb603e'],38,AFC Bournemouth,28,00:08:38.273,Pass,,True,,,,,,,
,0.806828,118d2205-ff52-402c-9ee3-0f6f1a79b795,205,"[117.0, 54.9]",3754171,5,,,,-1.642744,2ee90c3e-a2bd-4fb7-bf43-80211c6904f7,Right Foot,True,,,"[116.2, 43.8]",Ground Pass,,11.128792,,,Alexis Alejandro Sánchez Sánchez,3385.0,,,,,,1,Regular Play,Mesut Özil,3496.0,Center Attacking Midfield,7,Arsenal,1,['7e54b084-f97f-4f12-a191-0a57f9516ded'],12,Arsenal,1,00:05:12.129,Pass,,True,,,,,,,
,0.592175,905afc0d-2384-448c-910c-c39b7b68a2b5,232,"[108.7, 30.5]",3754171,6,,,,1.7617195,b451c544-7193-45c2-9f5e-84303706b1d5,Right Foot,,,,"[106.4, 42.4]",Ground Pass,,12.120231,,,Mesut Özil,3496.0,,,,,,1,Regular Play,Theo Walcott,3668.0,Center Forward,9,Arsenal,1,['cdd03438-4e7b-4145-9ed6-4eafc3b6c5b7'],26,Arsenal,1,00:06:26.565,Pass,,True,,,,,,,
,1.288286,9b08d211-2b6b-457c-8354-2f15580c19c7,713,"[85.0, 50.2]",3754171,18,,,,-1.2939981,4533769a-b7e6-40e0-8ff3-92f3cbb8273e,Left Foot,,,,"[92.5, 23.8]",Ground Pass,,27.444672,,,Alexis Alejandro Sánchez Sánchez,3385.0,,,,,,1,From Throw In,Theo Walcott,3668.0,Center Forward,31,Arsenal,1,['d49aae83-4e25-4c74-baa8-ceb36d34c470'],57,Arsenal,1,00:18:57.338,Pass,,True,,,,,,,
,1.413558,fc7e6903-effc-47c1-9c5f-364dcdee4661,2726,"[97.1, 24.4]",3754119,85,,,,1.0164888,1e332bc4-806a-48cc-9f4e-e7ec1f05d847,Right Foot,,,,"[111.4, 47.5]",High Pass,,27.167995,,,Steven Fletcher,9554.0,,,,,,2,From Counter,Younes Kaboul,4746.0,Left Center Back,161,Sunderland,41,['275125c4-6663-4430-87ae-4791755f3c0e'],30,Sunderland,41,00:40:30.370,Pass,,True,,,,,,,
,1.564359,36f94560-dd10-4bbc-9886-9f83a70278a1,1458,"[94.8, 70.5]",3754126,35,,,,-1.023124,d0c6bfb1-30f7-4a65-a17f-19ceac35f966,Left Foot,True,,,"[114.5, 38.2]",High Pass,,37.833584,,,Olivier Giroud,3604.0,,,Through Ball,True,,1,From Throw In,Mesut Özil,3496.0,Center Attacking Midfield,75,Arsenal,1,['c2da9ea4-85d8-416c-bd53-1687ec73dda0'],35,Arsenal,1,00:35:35.393,Pass,,True,,,,,,,
,1.093999,e70425fe-ff4b-4b15-a08f-a5cb5ede4657,1484,"[102.9, 14.5]",3754126,37,,,,1.1103283,2b02c64c-e24a-41be-8edb-a334fa9bf973,Right Foot,True,,,"[115.4, 39.7]",High Pass,,28.129877,,,Laurent Koscielny,3394.0,,,,,Free Kick,1,From Free Kick,Santiago Cazorla González,11386.0,Left Defensive Midfield,78,Arsenal,1,['7314be04-8fa6-4aeb-90df-06ed9dc5f3f2'],21,Arsenal,1,00:37:21.838,Pass,,True,,,,,,,
,2.002251,60536791-271d-48db-908e-b236b9145596,1662,"[57.4, 58.8]",3754126,43,,,,-1.0371917,7b3d6dfd-758a-48ab-884a-1b5a71bd5f4a,Right Foot,,,,"[76.6, 26.3]",Ground Pass,,37.747715,,,Ross Barkley,4275.0,,,,,,1,Regular Play,Gerard Deulofeu Lázaro,3726.0,Right Wing,87,Everton,29,['07178c8e-5549-48fc-925c-8fe57d6ff64e'],5,Everton,29,00:43:05.207,Pass,,True,,,,,,,
,1.426332,6a1b8cab-0375-4da4-9be9-ac442d160b7d,1454,"[117.2, 11.8]",3754133,45,,,,1.6935526,addade1b-c608-43fc-9316-de52f4fc7aaf,Left Foot,True,,,"[113.4, 42.6]",High Pass,,31.033531,,,José Salomón Rondón Giménez,4041.0,,,,,,2,From Throw In,James McClean,3514.0,Left Midfield,88,West Bromwich Albion,27,['e170b9b3-9c78-4d76-800c-3aa2c3cea96d'],55,West Bromwich Albion,27,00:00:55.969,Pass,,True,,,,,,,
,1.933151,e042a24c-3c71-4bfb-ae26-dabe3494ac4d,2701,"[120.0, 80.0]",3754167,66,,,,-1.8817946,da5045c6-1ad6-46c3-afaa-3fc3d1dc9c8c,Right Foot,,,,"[108.3, 43.6]",High Pass,,38.234146,,True,Nicolás Hernán Otamendi,3090.0,,,Outswinging,,Corner,2,From Corner,Kevin De Bruyne,3089.0,Left Midfield,122,Manchester City,36,['67f8d9a5-25cd-4bd9-9c39-b0eaa0710fc4'],15,Manchester City,36,00:21:15.446,Pass,,True,,,,,,,
,0.400707,fdabcbbd-aac6-40d8-942b-1e86755d69ce,1298,"[102.1, 46.3]",3754145,23,,,,-1.8259788,3dceefac-868f-4b60-a6a1-bdee413e445f,Right Foot,,,,"[100.3, 39.4]",Ground Pass,,7.1309185,,,Gnégnéri Yaya Touré,3087.0,,,,,,1,From Goal Kick,Wilfried Guemiand Bony,3598.0,Center Forward,32,Manchester City,36,['154c3f55-e5c4-4947-8ea0-98c1198beac4'],32,Manchester City,36,00:23:32.340,Pass,,True,,,,,,,
,1.327812,720643d6-04a2-41dd-ba57-cc09f18b0b7a,2744,"[120.0, 0.1]",3754145,58,,,,1.7219523,7cff9ab8-e960-4b02-bfc1-b9c2eadb40fe,Left Foot,,,,"[115.4, 30.3]",High Pass,,30.548323,,,Vincent Kompany,3101.0,,,Straight,,Corner,2,From Corner,David Josué Jiménez Silva,3064.0,Center Attacking Midfield,94,Manchester City,36,['9f540fbe-de7d-4f2b-83cd-8ea659783ab6'],32,Manchester City,36,00:13:32.745,Pass,,True,True,,,,,,
,1.989798,970664eb-c981-4354-89e3-a04eba003a4d,3489,"[88.2, 57.6]",3754143,92,,,,-0.8614185,2a76d907-ab07-452d-83d0-e2026038ca5f,Right Foot,,,,"[107.0, 35.7]",Ground Pass,,28.862606,,,Georginio Wijnaldum,3567.0,,,Through Ball,True,,2,Regular Play,Moussa Sissoko,3091.0,Right Wing,200,Newcastle United,37,['ab8e9143-5133-4489-865d-5fdd862d6433'],56,Newcastle United,37,00:47:56.440,Pass,,True,,,,,,,
,2.135941,17ce0da0-6682-443f-b069-f45dd3804497,893,"[70.4, 65.8]",3754186,23,,,,-0.3932513,9347ef8f-b8d5-4ac1-a3fe-1eafe55b6eaa,Left Foot,,,,"[102.7, 52.4]",Ground Pass,,34.969273,,,Jamie Vardy,10960.0,,,Through Ball,True,,1,From Keeper,Christian Fuchs,3812.0,Left Back,53,Leicester City,22,['10a0cca8-0d2f-4223-88f1-768aabd1bf74'],22,Leicester City,22,00:23:22.979,Pass,,True,,,,,,,
,1.849358,d00f796c-9745-4ba2-a857-7cadf6bd6e02,1607,"[120.0, 80.0]",3754186,45,,,,-1.7154107,850afb4f-991c-4563-af4d-be4a115ca92f,Left Foot,,,,"[114.0, 38.8]",High Pass,True,41.6346,,,Bastian Schweinsteiger,18414.0,,True,Inswinging,,Corner,1,From Corner,Daley Blind,3311.0,Left Center Back,96,Manchester United,39,['178ce756-a235-44df-a6e3-b43ecbc76414'],0,Manchester United,39,00:45:00.965,Pass,,True,,,,,,,
,1.15205,58f1d133-968c-490e-8d18-980ea0810231,2782,"[96.6, 30.1]",3754130,86,,,,0.92467743,4a256a37-1c62-4b20-b69c-4807409d1bc3,Left Foot,,,,"[110.4, 48.4]",High Pass,,22.920078,,,Dieumerci Mbokani Bezua,23663.0,,,,,,2,From Goal Kick,Wes Hoolahan,10966.0,Center Attacking Midfield,153,Norwich City,56,['f682e1b9-5e0b-4d15-96c0-91a2fa28cc97'],20,Norwich City,56,00:41:20.520,Pass,,True,,,,,,,
,0.916251,3aedcf4d-07d0-4ead-986f-533df19fa5f7,1467,"[63.0, 24.1]",3754188,39,,,,-0.4636476,bdd16bb7-5d7a-47fb-86ce-6088c0d03f0a,Right Foot,,,,"[68.6, 21.3]",Ground Pass,,6.26099,,,Harry Kane,10955.0,,,,,Recovery,1,From Counter,Bamidele Alli,3094.0,Center Attacking Midfield,94,Tottenham Hotspur,38,"['66d429fb-5241-412d-b73b-237ca486a0af', '9b1c89dd-e36a-4ac7-b53f-0488b79de8c2']",25,Tottenham Hotspur,38,00:39:25.838,Pass,True,True,,,,,,,
,1.251662,dcfabbe8-46f7-4385-8ec7-631812e43ed9,1552,"[106.1, 57.9]",3754188,42,,,,-1.3936834,c0407830-30b9-4530-928d-65a0e31a0f2b,Right Foot,,,,"[110.7, 32.2]",Ground Pass,,26.108427,,,Bamidele Alli,3094.0,,,,,,1,From Throw In,Kyle Walker,3205.0,Right Back,97,Tottenham Hotspur,38,['ea6cbfc7-0f1d-4eb7-8789-f432f67e65ae'],19,Tottenham Hotspur,38,00:42:19.992,Pass,,True,,,,,,,
,1.600341,ac32f49c-b342-4a41-bcf6-8177bbae1e60,1324,"[93.0, 53.8]",3754178,40,,,,-0.74960077,dcca56a0-2525-4501-96b3-92cb13d11f94,Right Foot,,,,"[111.8, 36.3]",High Pass,,25.684431,,,Micah Richards,42700.0,,,,,Free Kick,1,From Free Kick,Jordan Veretout,7153.0,Right Center Midfield,82,Aston Villa,59,['b38985a0-6d0e-4a72-8118-a75c72a263e6'],10,Aston Villa,59,00:40:10.304,Pass,,True,,,,,,,
,1.401363,6f3333bf-f5fb-43e7-ac94-1088158f80cb,2710,"[103.9, 3.3]",3754178,88,,,,1.4415213,eceb57f6-bc7e-4b79-b6cd-6e8e3627f15e,Left Foot,True,,,"[107.8, 33.3]",High Pass,,30.252438,,,Jordan Ayew,3450.0,,,,,,2,Regular Play,Kieran Richardson,42701.0,Left Back,144,Aston Villa,59,['8077845d-3d83-48c7-bfba-551a991810c6'],51,Aston Villa,59,00:43:51.816,Pass,,True,,,,,,,
,1.86628,42d5d2d7-db46-4b47-9c18-f75c654f625f,927,"[120.0, 0.1]",3754157,24,,,,1.7681919,11e94af4-7310-4d06-98af-e5fb4e77a300,Right Foot,,,,"[111.6, 42.1]",High Pass,True,42.831764,,,José Ramiro Funes Mori,4629.0,,True,Inswinging,,Corner,1,From Corner,Ross Barkley,4275.0,Center Attacking Midfield,54,Everton,29,['a67af4e2-ee35-4db0-87a7-276a0fb7929a'],38,Everton,29,00:24:38.504,Pass,,True,,,,,,,
,2.38204,b585f237-fd63-4fab-b0d6-fc4079371d93,1350,"[77.0, 75.0]",3754157,35,,,,-0.75828004,5cfdb96a-2ccc-44d6-bc14-19954bd2657a,Right Foot,,,,"[105.4, 48.1]",Low Pass,,39.117386,,,Romelu Lukaku Menama,3289.0,,,Through Ball,True,,1,From Throw In,Gerard Deulofeu Lázaro,3726.0,Right Wing,73,Everton,29,['e22df6e3-bd40-465f-b5d5-6b733ac67f49'],13,Everton,29,00:35:13.051,Pass,,True,,,,,,,
,0.922821,1a98073e-d24f-445d-be46-225373e93854,3351,"[111.2, 58.8]",3754157,86,,,,-1.6020361,d96af42e-8ca0-4343-8e46-5ec9bbb49d99,Right Foot,True,,,"[110.7, 42.8]",Ground Pass,,16.00781,,,Junior Stanislas,3463.0,,,,,,2,From Free Kick,Joshua King,3346.0,Center Forward,182,AFC Bournemouth,28,"['8f2b9300-a0f8-43e3-8f7e-5e9882726aca', '934e11ce-de52-4de8-b5c6-34f5c56319cb']",10,AFC Bournemouth,28,00:41:10.431,Pass,True,True,,,,,,,
,1.063464,4a15b31b-279c-4147-b643-a56bb0d74d8b,3687,"[109.7, 19.2]",3754157,97,,,,1.504813,1180be8d-82de-4a75-9939-f0a18151aa03,Left Foot,True,,,"[111.2, 41.9]",High Pass,,22.749506,,,Junior Stanislas,3463.0,,,,,,2,From Throw In,Charlie Daniels,3345.0,Left Back,198,AFC Bournemouth,28,['8a40e9de-9054-4540-b1ac-5f4b246b0664'],11,AFC Bournemouth,28,00:52:11.527,Pass,,True,,,,,,,
,0.624116,7ce83cae-4c4b-4140-9308-36c4bdd076ba,2494,"[103.0, 27.2]",3754166,68,,,,1.4855335,c8bb0fca-bee6-4eb9-99ed-8e811ca954af,Right Foot,,,,"[104.0, 38.9]",Ground Pass,,11.742658,,,Shinji Okazaki,3810.0,,,,,,2,Regular Play,Jamie Vardy,10960.0,Left Center Forward,157,Leicester City,22,['35c15b8a-d7b2-4720-a5db-d3ae7b46f80e'],35,Leicester City,22,00:23:35.900,Pass,,True,,,,,,,
,1.791437,4875bfa2-2a3a-42c4-9efd-306467f95ea0,3063,"[101.3, 38.3]",3754166,88,,,,-1.1071488,e4abc617-7c15-4839-bbef-f7f58601f8ab,Right Foot,,,,"[106.2, 28.5]",Ground Pass,,10.956733,,,Kevin Mirallas,4317.0,,,,,Recovery,2,Regular Play,Ross Barkley,4275.0,Right Center Midfield,193,Everton,29,"['4666010e-3648-42ea-92cf-9ea3b4980812', '894f78cd-9f52-41ef-9b86-c53d313e1505']",16,Everton,29,00:43:16.601,Pass,True,True,,,,,,,
,1.082205,98f33a6d-a834-43c6-ae96-5aacc47fd59a,1639,"[90.1, 23.9]",3754211,45,,,,0.0,20d2426c-a5da-413d-a182-e82480a94b92,Right Foot,,,,"[107.2, 23.9]",Ground Pass,,17.1,,,Jamie Vardy,10960.0,,,,,,1,Regular Play,José Leonardo Ulloa,3671.0,Right Center Forward,100,Leicester City,22,['5d53fd41-38ee-4bb2-bae4-687f010573ff'],47,Leicester City,22,00:45:47.670,Pass,,True,,,,,,,
,1.562544,7e4dac84-ee14-4d4e-8e8e-a9e514131aa4,2283,"[111.7, 58.6]",3754211,61,,,,-1.4813496,70d97c90-369d-4f41-a24d-0efbaedcfed8,Left Foot,True,,,"[113.7, 36.3]",High Pass,,22.389507,,,José Leonardo Ulloa,3671.0,,,,,,2,Regular Play,Riyad Mahrez,3814.0,Right Midfield,134,Leicester City,22,['78e5f741-0e14-4855-861d-f80b1a193930'],5,Leicester City,22,00:16:05.609,Pass,,True,,,,,,,
,2.017566,51ee1658-b8b0-4ec3-b135-b16803e563af,2873,"[99.9, 57.1]",3754150,81,,,,-2.1854594,e23846df-b5b0-44ca-bdab-db6175330027,Left Foot,,,,"[91.5, 45.2]",Ground Pass,,14.566056,,,Patrick van Aanholt,3321.0,,,,,Free Kick,2,From Free Kick,Adam Johnson,42902.0,Right Center Midfield,163,Sunderland,41,['8cd37b2d-c451-4af3-beed-f4c658ce10c4'],16,Sunderland,41,00:36:16.154,Pass,,True,,,,,,,
,2.103814,20990c30-cb69-444e-a263-6d5851b7ab15,1312,"[83.3, 25.6]",3754160,32,,,,-0.06955972,bbaf09bf-9c41-4a95-89ba-fa4bca364a96,Left Foot,,,,"[107.7, 23.9]",Ground Pass,,24.45915,,,Joel Nathaniel Campbell Samuels,5581.0,,,Through Ball,True,,1,Regular Play,Mesut Özil,3496.0,Center Attacking Midfield,80,Arsenal,1,['1a1cffc3-0238-4c03-aac0-ee60fbf42b0b'],54,Arsenal,1,00:32:54.652,Pass,,True,,,,,,,
,0.715862,c95c2de1-35b0-4ec7-9d65-c94724852efe,2316,"[100.0, 22.2]",3754160,62,,,,1.0092261,179a91eb-08de-4352-b116-e6e7834b4207,Right Foot,,,,"[109.5, 37.3]",High Pass,,17.839844,,,Olivier Giroud,3604.0,,,,,,2,Regular Play,Aaron Ramsey,3517.0,Right Defensive Midfield,127,Arsenal,1,['bd81f46e-e7e8-4cb8-926e-b752fa725bdd'],5,Arsenal,1,00:17:05.872,Pass,,True,,,,,,,
,0.713449,01d31db4-e34a-4a20-b0aa-2e47233cec79,1087,"[118.2, 62.5]",3754218,37,,,,-1.6414334,cc4ea415-f797-471a-92ef-bc7afeea0802,Right Foot,True,,,"[116.7, 41.3]",Ground Pass,,21.253,,,Yohan Cabaye,3277.0,,,,,,1,Regular Play,Yannick Bolasie Yala,3589.0,Right Center Forward,80,Crystal Palace,31,['fd7bdfa3-2974-4b88-a240-9abac006d0bf'],33,Crystal Palace,31,00:37:33.114,Pass,,True,,,,,,,
,1.698584,16762128-7ca7-4631-8dd4-4c61829a10df,1932,"[85.9, 35.9]",3754217,52,,,,0.3016899,304207ef-29fe-4fc5-9581-b516cac6f5e7,Right Foot,,,,"[114.5, 44.8]",High Pass,,29.952797,,,Kurt Happy Zouma,3456.0,,,,,Free Kick,2,From Free Kick,Francesc Fàbregas i Soler,3478.0,Right Defensive Midfield,107,Chelsea,33,['dc3ea0b2-7623-44ba-800b-53e397530d89'],9,Chelsea,33,00:07:09.314,Pass,,True,,,,,,,
,2.633185,a088ca31-bfc5-4b25-a7b1-3f35cf8a6de9,2033,"[107.9, 10.1]",3754221,47,,,,1.340457,755f0465-4a19-49b3-8fbe-82316cfbe75f,Left Foot,True,,,"[116.6, 47.2]",High Pass,,38.10643,,,Juan Manuel Mata García,3294.0,,,,,,2,Regular Play,Luke Shaw,3382.0,Left Back,99,Manchester United,39,['a834ccd2-7248-48dc-bb23-321ed17d1369'],57,Manchester United,39,00:02:57.286,Pass,,True,,,,,,,
,1.169201,ee5cea06-0b60-4c83-be8d-5cdbe1897b23,2516,"[99.4, 59.3]",3754221,60,,,,-1.2066469,59d76b51-c67b-4c7b-8f2f-595ab3f8658c,Right Foot,,,,"[108.7, 34.9]",High Pass,,26.112257,,,André Ayew Pelé,3347.0,,,,,,2,From Counter,Gylfi Þór Sigurðsson,3944.0,Center Attacking Midfield,123,Swansea City,26,['ceba5272-bda6-49e5-9755-820d7c4bebe4'],4,Swansea City,26,00:15:04.367,Pass,,True,,,,,,,
,2.540028,c2a2fd0c-aa69-49a3-8335-8121e3a541b2,2663,"[82.6, 72.7]",3754221,65,,,,-0.6577934,a65651d8-e386-4ddc-bbaf-8e9438e769f4,Left Foot,,,,"[112.5, 49.6]",Low Pass,,37.78386,,,Bafétimbi Gomis,20521.0,,,Through Ball,True,,2,Regular Play,André Ayew Pelé,3347.0,Right Center Forward,128,Swansea City,26,['d38205bd-e00b-493a-91fa-39e6b294bbb9'],11,Swansea City,26,00:20:11.600,Pass,,True,,,,,,,
,0.905264,50e1e924-9822-4cf8-a05f-9ef13a65ac56,382,"[113.0, 43.3]",3754193,6,,,,-1.2172544,2484afc1-779f-49bd-978c-c91f9d2418be,Right Foot,,,,"[116.1, 34.9]",Ground Pass,,8.95377,,,Raheem Sterling,3233.0,,,,,,1,Regular Play,Wilfried Guemiand Bony,3598.0,Center Forward,16,Manchester City,36,['5d32c1ea-f2ae-49d1-a293-338bf48ce69d'],46,Manchester City,36,00:06:46.611,Pass,,True,,,,,,,
,0.972423,51a0b6b4-9396-4408-94c4-c3a0278041e9,894,"[85.3, 44.0]",3754193,21,,,,0.85012245,27a252e2-cf82-40cf-8a93-81f5ebfb3e9c,Right Foot,,,,"[95.4, 55.5]",Ground Pass,,15.305554,,,Glenn Murray,3085.0,,,,,,1,Regular Play,Eunan O''Kane,13248.0,Right Center Midfield,42,AFC Bournemouth,28,['58e4ceca-5573-4889-92cf-a5b48d0eb907'],13,AFC Bournemouth,28,00:21:13.716,Pass,,True,,,,,,,
,2.930784,9485ab9a-7d5f-448c-b4d4-0e30b24e098e,1085,"[56.0, 14.8]",3754193,28,,,,0.19652523,6a6175ed-71a6-4db0-92fb-df76ce997b15,Right Foot,,,,"[100.2, 23.6]",Ground Pass,,45.067505,,,Raheem Sterling,3233.0,,,Through Ball,True,,1,From Counter,Kevin De Bruyne,3089.0,Left Wing,57,Manchester City,36,['1bdb2416-7750-4812-844a-15288f87c978'],8,Manchester City,36,00:28:08.671,Pass,,True,,,,,,,
,0.997824,fe7d845f-b506-442a-a206-14814434597a,3519,"[109.1, 63.1]",3754193,88,,,,-1.4745041,9ab2d759-3200-481e-87fd-6c727c321ddc,Right Foot,True,,,"[110.8, 45.5]",Ground Pass,,17.681911,,,Wilfried Guemiand Bony,3598.0,,,,,,2,From Counter,Jesús Navas González,6821.0,Right Wing,194,Manchester City,36,['1f0a6431-71e0-4b34-bcd7-6275c11253bc'],37,Manchester City,36,00:43:37.203,Pass,,True,,,,,,,
,1.09504,37961ff4-9031-46f1-b617-94b47155c8d9,2527,"[61.2, 27.9]",3754222,67,,,,-0.38831872,b8a018d4-95c5-4458-b4b7-2229f41ffbbb,Right Foot,,,,"[78.8, 20.7]",Ground Pass,,19.015783,,,Heung-Min Son,3083.0,,,,,,2,From Counter,Christian Dannemann Eriksen,3043.0,Left Wing,144,Tottenham Hotspur,38,['7f1080f5-f1c6-4c51-b68a-5c6c83539d92'],17,Tottenham Hotspur,38,00:22:17.870,Pass,,True,,,,,,,
,1.934915,d6b72908-71c1-4d35-9ffa-be8e3be164a1,2212,"[99.6, 26.3]",3754213,58,,,,1.2180606,630bb456-85c5-4e9c-a333-2acfae865313,Head,,,,"[106.3, 44.5]",High Pass,,19.394072,,,Odion Jude Ighalo,5458.0,,,,,,2,From Free Kick,Troy Deeney,3454.0,Right Center Forward,112,Watford,23,['85929683-ea72-41c2-ab6e-7c6695723d00'],22,Watford,23,00:13:22.630,Pass,,True,,,,,,,
,0.550772,0c507e47-1619-49be-94f9-ccf741ca8f21,66,"[86.1, 32.4]",3754212,1,,,,0.93521065,b23f9acd-88e3-4be9-b050-7788ae534eef,Right Foot,,,,"[95.1, 44.6]",Low Pass,,15.160475,,,James Philip Milner,3473.0,,,,,,1,From Kick Off,Philippe Coutinho Correia,3501.0,Center Attacking Midfield,2,Liverpool,24,['c8f5d9f4-0e5d-4b57-8f0b-15678b46beb1'],3,Liverpool,24,00:01:03.343,Pass,,True,,,,,,,
,1.329837,747473d8-da6a-4da8-95f1-e616ec7098bc,2135,"[97.3, 33.8]",3754212,57,,,,-0.6237768,38360305-cb9a-47cd-b9ef-bcfd5926a2dc,Left Foot,,,,"[108.0, 26.1]",High Pass,,13.182564,,,Daniel Andre Sturridge,3529.0,,,,,,2,From Throw In,James Philip Milner,3473.0,Right Defensive Midfield,134,Liverpool,24,"['12c9c30d-5b4d-4489-8365-873bdc3f5616', 'fe2bd9f7-719f-407f-b591-710a8a9ebef8']",58,Liverpool,24,00:12:58.977,Pass,True,True,,,,,,,
,1.591571,ac7c50a4-d8db-4dc1-865b-d4d37a153550,2461,"[115.0, 67.9]",3754212,65,,,,-1.5611503,6809ce54-ed5d-40fa-836b-a027af730f50,Right Foot,True,,,"[115.3, 36.8]",High Pass,,31.101446,,,Rudy Gestede,19362.0,,,,,,2,From Free Kick,Alan Hutton,9642.0,Right Back,146,Aston Villa,59,['72b55035-8e84-4e4f-9f22-8aefd84aeb6c'],11,Aston Villa,59,00:20:11.359,Pass,,True,,,,,,,
